MovieID,Title,Review
49,銀翼殺手2049,"Hail to the Science Fiction gods as they came to their senses and granted upon the eagerly movie-going masses the long-awaited arrival of a stunning and opulent _Blade Runner_ sequel. Perhaps we should praise the understated genius and visionary mastermind Ridley Scott for his 1982 directorial accomplishment in serving up what appeared to be an underappreciated and overlooked SF thriller in its heyday over three decades ago only for it to emerge now as one of the greatest Science Fiction futuristic capers worthy of its cult classic following?

Maybe the long overdue kudos are reserved for the diehard nostalgic _Blade Runner_ bunch whose committed and fanatical fandom was the key catalyst for this undeniably brilliant, brainy, dazzling and polished presentation to resurface and give new vitalizing breath and striking energy to the Science Fiction genre in conception? Could it be possible that Hollywood simply saw opportunistic and healthy box office receipts to restart another pop cultural juggernaut from yesteryear’s cinematic scene?

Is there a returning Harrison Ford fixation/fetish blossoming courtesy of his past blockbuster film resume that boasts the obvious inclusion of prominent SF/adventure fantasy biggies such as both the _Star Wars_ phenomenon and the _Indiana Jones_ installments with _Blade Runner_ now taking up the matinee mantle?

Regardless of the film-making forces at hand or the key reasoning for this 164 minute visually arresting odyssey updated and packaged for bombastic _Blade Runner_ enthusiasts and dedicated SF connoisseurs the proof is in the proverbial pudding as **Blade Runner 2049** has made its auspicious presence known and succeeds thrillingly as an indelible wonderment in imagination, intrigue and intelligence.

Breathtakingly rich and vibrant in its overlong execution, **Blade Runner 2049** is a lustrous escapist epic that resonates with snappy pop, thought-provoking tendencies and atmospheric grittiness that soundly resonates. And yes…the participation of the aforementioned and omnipresent Ford reprising his role from 35 years ago is indeed the appealing and motivating factor to re-enter the anxiety-driven world of intrusive replicants,  societal annihilation and the guessing game of humanity infiltration.

It seems that the intense workmanlike charm and structured suspense in the rebooted **Blade Runner 2049** has not missed a single beat as it colorfully brings its brand of contemplative tension and underlying humorous texture to this sumptuous spectacle. Importantly, the film’s philosophical edginess and saturated cynicism stays true to Scott’s unflinching vision of introspection about the valued properties of life and who are the chief architects of such a unique gift of existence. Consequently, speechless Science Fiction audiences once again are transfixed by the mesmerizing yet old adage about the rivaling ‘have’s and ‘have nots’ especially so vital in the gloomy squalor and doomsday darkness that Scott created so fervently in his vintage edition that set the stage for renegade blade runners in a power struggle with defiant, roguish replicants disastrously flirting with the sacred boundaries of humankind.

Filmmaker Denis Villeneuve (‘Arrival’, ‘Sicario’, ‘Prisoners’) has stepped into some pretty mighty cinematic shoes in dusting of the mothballs of _Blade Runner’s_ haunting and hedonistic past in an accomplished effort to bring forth a percolating potboiler of a challenging and imaginative hue to its succulent successor in 2049 with surging, exquisite aplomb. Screenwriters Michael Green (‘Alien: Covenant’, ‘Logan’) and Hampton Fancher (‘Blade Runner’, ‘The Minus Man’) manage to brilliantly convey the dystopian disillusionment as the caustic yet compelling commentary concerning the decline of humanity and how it is feverishly on the brink of non-existence. The fuzzy lines are crossed for the calculating chaos and corruptible wheels that are turning so aimlessly and shockingly. The sins of sinners, good, bad or indifferent, gloriously are stemmed in moodiness and mystery. Additionally, notably iconic cinematographer Roger Deakins (‘Fargo’) cultivates a dank, hazy-coated landscape where shadowy imagery compliments the dour suspicions of determined man versus durable machine co-existing in a hostile futuristic fantasy world of techno-dismal dimensions. Also, kudos are reserved for Hans Zimmer and Benjamin Wallfisch for their soaring, energetic score that undercuts the tension and turmoil.

In a nutshell, Ryan Goslin (Oscar-nominated for 2016’s ‘La La Land’) is a young blade runner known as ‘K’ whose mission is to track down veteran Rick Deckard (the returning Harrison Ford…also a former Oscar nominee) in the aftermath of a major uncovered secretive revelation that requires the missing senior badge-flashing blade runner’s undivided attention. The problem remains, however, is that Deckard has been out of circulation for three decades and so the search is on for K to hunt down the long-absent Deckard.

Indeed, Officer K’s critical and contemplative police work is, to mildly put it, seek out the about-to-expire, unpredictable and resistant replicants and eradicate them when necessary. The replicants, mechanical menaces with artificial intelligence that are living among the humans incognito, are the main focus of the LAPD and K enthusiastically is immersed in the manhunt for the hidden techno-tyrants with militant mindsets that could strike at any moment among the walking flesh. K strives to put them out of their mechanical misery as his sworn duty to serve and protect but he is handcuffed (no pun intended) by the political politeness and procedural proprieties as pushed by his boss Lt. Joshi (Robin Wright). Basically, K is under surveillance based on his fragile mental state and Joshi is the one to contain this gritty-minded cop’s wandering psyche.

Thankfully, there is undeniable texture and intensity that fortifies **Blade Runner 2049** due to the layered and complex story that effectively taps into the robust realm of man’s possible mercy call at the dominant feet of advanced and sophisticated technology. This observational sentiment certainly rings true in contemporary times as selective human beings feel lost, intimidated, overwhelmed and need to surrender to the mounting shifty pressures of an exposed society seemingly ruled by sinning opportunists on both sides of the shady aisle, mechanisms rendered equally with blood and bolts.

Refreshingly, **Blade Runner 2049** is devoutly cerebral in passion and old school perception. Oddly, Villeneuve’s mixture of science fictional roots and thought-provoking dramatic art house probing works while adding a realistic and somber milieu of existential foreshadowing. Gosling is gloriously geared as the hound dog-faced law enforcer too close for comfort on the fringe of film noir-style burnout as he gets embroiled deep into an abyss of head-scratching discoveries. Ford does not miss a single beat as the gravel-faced, handsome-aged Deckard saddled in adventurous mode despite the matured years since his early 80s heyday in the mundane, ground-breaking _Blade Runner_ blueprint from yesterday. Oscar winner Jared Leto (‘Dallas Buyers Club’) joyously lets it all hang out as the wickedly off-kilter character Niander Wallace. The feminine inclusion of Wright’s top policing babysitter Joshi and Ana de Armas as K’s love interest, Joi, are welcomed personalities. Ex-wrestler/actor Dave Bautista (hot off the ‘Guardians Of The Galaxy’ film series) is a larger-than-life specimen as always in proven popcorn blockbusters.

Convincingly well-structured, profound, purposeful and without a prosaic bone in its bountiful body **Blade Runner 2049** is stunningly sumptuous Science Fiction theater for the thinking man and for the progressive machinery master-blasters as well.

**Blade Runner 2049** (2017)

Warner Bros. Pictures

2 hrs. 44 mins.

Starring: Ryan Gosling, Harrison Ford, Robin Wright, Jared Leto, Ana de Armas, Sylvia Hoeks, Mackenzie Davis, Lennie James, Dave Bautista and Carla Juri

Directed by: Denis Villeneuve

Written by: Michael Green and Hampton Fancher

MPAA Rating: R

Genre: Science Fiction/Action & Adventure/Fantasy/Drama

Critic’s Rating: ***1/2 stars (out of 4 stars)

(c) **Frank Ochieng** (2017"
50,落日車神,"The patient-man's _Transporter_.

I've never been much of a Ryan Gosling fan (probably why it took me five years to get around to watching _Drive_). I am a fan of virtually every other cast member in the movie, but I didn't know any of them were in it before I started watching it. _Drive_ wasn't enough to bring me around on to the Ryan Gosling train, but I'll tell you who it definitely did put me on to: Director Nicolas Winding Refn.

The direction is truly king here in _Drive_. There are a couple of stylistic choices that didn't work for me, like the repetitive vocal-heavy montages, and I was not at all enamoured by Gosling's character (he seemed like kind of a dick). But overall I was impressed, and will definitely be on the look out for Refn's work in future.

Not only did _Drive_ feature some grandly intense bursts of ultra-violence, it also gave me my first jump scare to make me actually jump in... God... Years. At least.

_Final rating:★★★½ - I really liked it. Would strongly recommend you give it your time._"
50,落日車神,"Fate? Unknown... 

Drive is directed by Nicolas Winding Refn and adapted to screenplay by Hossein Amini from the novel of the same name written by James Sallis. It stars Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks, Oscar Isaac, Christina Hendricks and Ron Perlman. Music is by Cliff Martinez and cinematography by Newton Thomas Sigel.

Driver (Gosling) has a day job, he's a Hollywood stunt man, but by night he makes the serious cash as a getaway driver for the criminal fraternity. Into his life comes married next door neighbour Irene (Mulligan) and her little boy Benicio (Kaden Leos), pitching him right into the middle of two wars; one is for his emotional worth, the other with the criminal underworld.

Real human being, and a real hero.

They cheered at Cannes, it has garnered instant cult classic status as well as gushing critical praise, Drive is arguably the biggest surprise of 2011. Some would debate that it arrived in a year that was dominated by blockbuster brain drains and pretentious parables, meaning it wouldn't take much for something like Drive to find a favourable audience. Yet Drive is a special movie, the surprise being that it delivers a different film to what the plot synopsis suggests. There would have been many disappointed that it didn't turn out to be something akin to The Fast & The Furious 19, but as its reputation grows, one likes to think that many also had their senses tingled unexpectedly by Refn's western done out in 1980s neo noir attire.

Yes, at first glance it looks like a simple story given over to style over substance leanings, where the fact that our laconic protagonist is not prone to dialogue expansion, could lend argumentative weight to those potential dissenters only skimming the surface of the picture. But the material is in excellent hands, with Refn, Sigel, Gosling and co, calmly unravelling Amini's stripped down screenplay to reveal a gritty urban fable that's laced with ethereal overtones. A picture where a look means more than any words can express, a subtle holding of hands reveals many layers peeling, and then the serene state of play often gets punctured by bouts of shocking violence, yet always it remains a picture big on intelligence, beating a mighty heart in the process.

Propelling the picture forward is the complexity of Gosling's driver character. He has no back story for us to work from, and he gives nothing away outside of the tender bond formed with Irene and child. He is actually one of many purposeful grey areas (or should that be gris areas?) within the plot structure. We learn just enough to be on his side, a noble but flawed hero battling against fate as he fights for the innocent, he be Shane for a modern pot boiling Los Angeles. Helps, too, that he's so cool behind the wheel, where he mines Steve McQueen's effortless charisma. Refn delivers magic moments of car play, from the near ten minute opening getaway extended sequence, to a high speed kill or be killed pursuit, when the action flows it really pumps the adrenalin.

Gosling is amazing, instantly iconic, soft voice matching his soft blue eyes, toothpick perched between teeth, it's a testament to his acting ability that the requisite homages to iconic characters of movies past never veers into parody territory. It's with the calm moments that he triumphs most, be it watching TV with the boy Benicio or just gazing intensely into Irene's eyes, Gosling has a magnetic quality of some significance. Mulligan, too, is wonderful, deftly underplaying Irene to work off of Gosling to create heart aching tenderness, their chemistry superb. Isaac does fine work with the ex-con/husband character that is thankfully not stereotypical, Brooks is Colm Meaney like, thriving on simmering badness, while Cranston puts real heart into the role of Driver's garage boss, the closest thing the Driver has to a pal. The only one dimensional character lands in Perlman's court, but Perlman is such an ebullient and watchable life force the film survives the character's oafness.

From the opening pink neon credits, accompanied by the synth plink of a retro 80s soundtrack (a soundtrack so memorable it lands in the ears and stays there for days), it's evident that Refn is a man who takes his style serious. Drive is full of classy (yes arty) passages, fluid camera movements, single takes, non central framing of characters, slow motion unfurls and eye dazzling chopper shots of a neon lighted L.A., the director has an eye for the quality required to cloak his story. He of course is aided considerably by his editor Matthew Newman, and Sigel's photography. The former is dealing in seamless precision, the latter a master of shades (a lift sequence is to, ahem, die for) and colour toning delights. Marking this out as a Blu-ray essential.

You can name about ten films that Drive has been either likened too or put forward as an influence, and Refn's work here has been touted as an offspring created by Michael Mann, Walter Hill, William Friedkin and Sergio Leone (all viable and all actually high praise indeed). But rest assured, Drive is still fresh and exciting, the perfect movie package. Refn's masterpiece and one of the best films of 2011. 10/10"
50,落日車神,One of the best films ever made in my opinion. Nothing about this felt boring like people said. Just don't go in expecting an action movie. 10/10 Masterpiece.
51,全面啟動,"When I first saw the trailer for this film, I knew that this would attract a lot of attention. Of course having Leonardo in the lead role helped a lot. 


From the trailer, I already know some things. Dreams. All about dreams. But what about dreams? Who are the other people? At first, I didn't really understand what was going on. It was all very confusing to me. But as the movie progresses, I start to understand it and I wanted to watch some more and know more what will happen in the end. The ending. That was, I think, the most intense ending of a movie in a year or probably more than a year. People actually screamed when the screen faded. And of course, people couldn't help but talk about it. It was an open-ended movie where people will have their own endings. My favorite part was Joseph Gordon's fight scene. I think he has the most fun part in this movie.


My rate for this movie is A."
51,全面啟動,"Whether you watch Inception as a heist movie, a redemption story, or a sci-fi action picture, Christopher Nolan's tour de force of dreams will absolutely work its magic over you. The fact that the film works on so many levels (literally) is an attest not only to the visual queues that make it easy for the audience to follow but to how much in control of all the intricacies its filmmaker had to be."
51,全面啟動,"Is there anyone on earth who doesn't like Christopher Nolan’s films? Inception is one of his masterpieces. It’s a science fiction film released in 2010 and written by undoubtedly one of the greatest directors in Hollywood, Christopher Nolan, the creator of such stunning films as ‘Memento’, ‘The dark knight’, Prestige’ and ‘Interstellar’. the cast is impressive: the main roles are played by Leo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Dileep Rao, Cillian Murphy, Tom Berenger, and Michael Caine.

The film is based on the idea of lucid dreams. In the story, the professionals of industrial espionage, using special techniques to steal valuable secrets from the depths of the subconscious during sleep, when the human mind is most vulnerable, learn a new technique - the ‘inception’ of ideas into the human mind through his dream. The main character - Dom Cobb is a talented thief, his rare abilities made him a truly valuable player in the treacherous world of espionage, but they also turned him into a perennial fugitive and stripped him of everything he had ever loved. One day Cobb has a chance to correct mistakes. His latest case can bring everything back, but for that he needs to do the impossible - inception.

There are so many good things about the film. The plot of the film is definitely mind-blowing. You won't be able to take your eyes off the screen. The soundtrack is written by Hans Zimmer, who is certainly one of the most sought-after composers. I think all his music is incredibly touching, dramatic and powerful. There are also some iconic songs we all know. The work on the special effects is done flawlessly, evidently, a lot of money was spent on this. The acting is also wonderful, Leo DiCaprio, who was the first actor to accept the offer to play in the film, has done an amazing job.

The only thing that viewers can find bad about this film is that it can be extremely difficult to perceive. If you don’t watch the film close enough you can simply get lost in all these jumping from dreams to reality.

A curious fact is that Christopher Nolan released the film in 2010 but started working on it at the beginning of the 2000s! I would recommend everyone to see the film, even if you are not interested in sci-fi."
52,星際效應,"Well, one off from two of this year's most expected movies alongside 'The Battle of Five Armies'. Like all the Chris Nolan fans, I was equally excited to see the movie on the opening day opening show. But I slightly disappointed that it was not a digital 3D film. I agree, this science-fiction was more dramatized than usual space travel stories does with an adventure-thriller. Almost a 3 hour long stretch movie did not waste much time to take us to the core of the story. Get prepared for this extremely rare voyage into the space with a logical explanation for everything you see on the screen. Well done research for the most matured and intelligent writing. All the credit must go to Nolan brothers. A good sign from Jonathan Nolan, who can make big in the entertainment industry in a future like his brother.

As we know many had liked 'Inception', to me that was a simple multi-layered action movie, that's all. But the same stuffs that used in this film makes sense. In fact, you have to have a little knowledge over how the universe works, so then it will be easy to catch the scene and situations while watching the movie. Totally like a documentary style concept, but with the additional stuffs like characters and its emotions add flavor that gives a movie look. An educational movie, though it also can work for those who wants just entertainment. Only the slow movie pace would test their patience.

It all begins like Shyamalan's 'Signs' movie with a family living surrounded by corn field. Then switches to 'The Astronaut Farmer' and going through 'Gravity', finally meets the 'Inception'. It was just a reference to call the movie setting that brings constant change for every half an hour. Like the opening scene and the end scene had over a 100 years difference.

As I earlier said it was the story of a family alongside the future of humankind and decoding universal mysteries through travelling in space and time. This movie would a reasonable for those who thought '2001: A Space Odyssey' is a boring piece, Cleverly written cinematic piece especially for science geeks. I don't know how perfect the movie to the actual present astrophysics, but will justify for the common people's capacity of understanding with an encourageable amount of commercial elements in it to entertain as well.

The first three quarters of the movie was well made. It puts me in a unblinkable position like a story was narrated by Brian Cox in a television series. Like I said, lots of astrophysics involved in it, but strangely human emotions were also exhibited equally that I never expected one from Nolan film. It was not an ordinary sentiment, but was strong enough to make a man cry for happy and sad situations in the movie. I liked science and emotion coming together. In fact, it saved the movie, otherwise it would have been a science documentary straight from NASA production through Nolan direction.

There are many surprise elements in the movie and of course there is a twist at the end. We can call it a series of twists like the layers. Compared to last quarter of the movie to the rest, it completely detaches which opens broadly to the different directions. And that happens so fast rushing towards the other end. Which give an impression of the movie 'Inception'. In a perfect way to say the first 75% was 'The Tree of Life' and the remains are 'Inception'.

‘‘This world's a treasure,
but it's been telling us to leave for a while now.’’

All the actors were so good. Matthew McConaughey steals the show as he dominates the majority of the screen space in the story presentation. There's no ruling out the fine performance executions from Anne Hathaway and the young star from the Twilight movie, Mackenzie Foy. The remaining cast was having less scope which were like the guest appearances that was widened a little broader, but was perfectly fitted for the story. Especially Matt Damon's was the crucial one.

Remember the movie 'Contact', a lovely movie, which was ruined by its fictional ending. Something like that happened in this film as well. The story was initiated with a realistic approach with actual scientific contents as per the present understanding about the universe. But the end was let me down with the layered contents that kind of impossible to agree with it. As a cinematic theme it worked, yeah, a good solution for this wonderfully written story. We know that the time can't run backwards, so that's the trouble.

Anyway, this movie defines in a new way, I mean scientifically the existence of ghost. It was not a horror movie, but I liked supernatural force that merged with this science fiction theme. That explains and gives vast ideas to expand our physics beyond something and somewhere yet to reach. Hats off to the director, because he was not thinking of making money here. His idea was to implement what the humans are understood so far about the cosmos. And he very nicely transformed those into the silver screen with the blend of human emotions. In my opinion, this will replace '2001: A Space Odyssey' for sometime till another one make this way.

I could have not asked a better space travel drama than this, especially when I heard Nolan doing a science-fiction I believed he gonna rock it. He was so true to the science and the human feelings in this film. If you had seen enough movies before like this one, you can recall your memories like the Tom Hanks parts from 'Cloud Atlas'. But still independently stands strong and falls in a never seen before category.

‘‘Maybe we've spent too long
trying to figure all this out with theory.’’

The end scene leaves a hint of a possible sequel. I would be happy if that happen in a near future, but definitely that would be a completely different cinema as per how this one ended. I know his fans want that to happen and so am I.

The visuals were not that great, but simply very good. To see those in digital 3D would have given us a different experience, sadly Nolan was not in favor of that technology. Hoping this movie would get as many as the Oscars nod. Especially not getting into the best motion picture shortlist would be a shame. Like I said I'm no one fan, I just love watching everyone's every movie. I would have went to see it again if it was converted into digital 3D, since I'm modern tech geek when it comes to the films.

It will become a talk of the week, perhaps month all over the world, so don't leave behind when your friends talk about it. What I gonna say is it is a must see asap if you are a movie fanatic like me otherwise Nolan movies does not need anyone's recommendation because his movies usually sell itself like the hot samosa."
52,星際效應,"People seem to think that if you enjoy a Christopher Nolan movie, you are a fanboy and the film couldn't really be that good. That is not true. He has never made a bad movie, Insomnia is probably his worst and it is still an excellent movie. 
Interstellar is up there in his top 3, with The Dark Knight being number 1 and Inception in number 2. I don't think he will ever make a better movie than The Dark Knight, it is without a doubt a masterpiece of cinema in my opinion. It can be enjoyed on so many levels.
I remember seeing Interstellar in the movie theater and being on the edge of my seat the whole time. It was breathtaking but the end left me confused so i walked out disappointed. 
Since then i have watched it many times but it only took a second viewing to realize what a great ending it is and here is why. How many people discuss the end, was the wormhole open or closed for him to make it to Brand, what happens next, is there a sequel. I discuss this with people who hate the movie and the debate will still last a good 30 minutes if not more without getting heated. It is a wonderful story told through the eyes of a genius film maker who deserves more than he receives, an oscar would be nice start.
I read hat his next movie is to be released in July 2017, I can't wait to find out everything about it like i have since he began.
If you're unsure about Christopher Nolan, watch his career from the beginning starting with Doodlebug."
52,星際效應,"Another grandiloquent movie from Christoper Nolan.

The cast is good, and McConaughey performs a role made for himself. The photography is very nice but the movie commits all the same mistakes than previous Nolan's movies. I think mistakes but it may be that they are the points Nolan fans enjoy the most ...

* The story makes you believe it is a realy deeply thought plot but, in the end, it has so basic mistakes and stupidities that make it nonsensical.
* There is a general ambience of every moment being epic; deep, solemn and smart dialogues but, at some point our highly trained engineer and pilot behaves really stupidly.
* To keep the mentioned constant feeling of being in an epic moment, Nolan uses a thumping and insistent soundtrack. As it is not a moment, but a 3h movie, it is really tiresome.

All in all, the movie is OK but you can only think this is a great movie if you are a real Nolan fan."
53,黑暗騎士,Excellent movie. Best of the trilogy. Lovely music. Nolan is a genius. So is Heath Ledger.
53,黑暗騎士,"This has no competition. It is the very finest comic-book character movie ever made. Knowing the Burton, Donner and Nolan filmic adaptations of Batman and Superman exist helps me to sleep at night. They are Exhibit A of 'How to Make a Comic-Book Movie'. Nothing else has ever come even remotely close. These seven films (I include 'Superman II' because it was mostly Donner's work)--and Nolan's trilogy especially--are what I imagine a great director like Kubrick, Hitchcock or Kurosawa would have come up with, if they had ever been asked to make a Superman or Batman movie. They are the easiest for an audience to identify with because in these the scripts most approximate human emotions and the typical conundrums of the human experience--in short, are the closest, in a good way, they come to the complexities of the human condition. Peerless."
53,黑暗騎士,"Perhaps the best Batman movie of all times. I think that this Batman trilogy presents the well-known superhero history in an unexpected way with the capable to maintain on the edge of the chair all time.
**Heath Ledger** present an excellent impersonification of a psychopath.
All support roles are magnificent.
And Bruce Wayne role played by Christian Bale, shows a human being behind of the mask."
54,奧本海默,"FULL SPOILER-FREE REVIEW @ https://www.firstshowing.net/2023/review-nolans-oppenheimer-is-a-harrowing-tale-of-one-mans-life/

""Oppenheimer is a true masterclass in how to build extreme tension and suspense through fast, detailed dialogue, an insanely powerful sound production, and an equally explosive score from Ludwig Göransson. Words cannot fully describe Hoyte van Hoytema's gorgeous cinematography.

It's a harrowing, disturbing, genuinely frightening story about how one man's compulsion and political power changed the world. Cillian Murphy, Robert Downey Jr., and Emily Blunt shouldn't miss any awards ceremonies… they're absolutely superb, as are the rest of the exceptional actors involved in the movie.

Pacing, structure, and runtime, in addition to its quasi-documentary style and its narrative complexity, make this a difficult, heavy watch that will, for sure, leave some viewers disappointed, bored, or simply tired. Ultimately, Christopher Nolan justifies the use of the expression ""not for everyone"".

Rating: A-"
54,奧本海默,"**OPPENHEIMER IS ""NOT FOR EVERYONE"" AS STATED BY CHRISTROPHER NOLAN BEFORE THE RELEASE OF THE FILM HIMSELF. ** But those who have ample knowledge of physics and chemistry, this film is a masterpiece. The film takes the viewer into the mind of the ""Father of the atomic bomb"" how he thinks, how he feels with much accuracy. Nolan beautifully explains his life both on a private and professional front. The music, the sounds with each scene are top notch. The visuals of QUANTUM PHYSICS, FISSION, NUCLEAR EXPLOSION are mind-boggling. 

If possible, watch it in IMAX. 

THE MOVIE IS FULL OF DIALOGUES, CONVERSATIONS MOVING BACK AND FORTH IN TIMELINE. It's a historical biography with fantabulous acting by C.M., E.B., R.D.J. and more. The scenes with ALBERT EINSTEIN are just wow. A plethora of scientists(BOHR, FERMI, TELLER, HEISENBERG) of the age can be seen throughout.  There are no action scenes if you are in search of that. 

IT IS A CINEMATOGRAPHIC BRILLIANCE. IF U CAN'T WATCH SIENTIFIC HISTORY JUST DON'T GO."
54,奧本海默,"Telling the story of a larger-than-life individual truly calls for a larger-than-life film, and that’s precisely what writer-director Christopher Nolan has come up with in his latest feature outing, handily the best work of his career. Nolan’s three-hour opus about the life of Dr. J. Robert Oppenheimer (Cillian Murphy), director of the Manhattan Project (and more commonly known as the Father of the Atomic Bomb), provides viewers with a comprehensive biography of this brilliant and thoughtful yet often-inscrutable and naïve physicist who took on a patently dangerous venture that left him morally conflicted about the nature of his creation. The story, which spans several decades of the scientist’s life, chronicles his development of “the gadget” and the fallout he suffered as a consequence of his left-wing political leanings and his efforts to keep the released nuclear genie from getting out of control. The film is admittedly a little overlong and probably could have used some editing in the opening and final hour, but, in the interest of telling the whole story of Oppenheimer’s odyssey, its length is understandable (and, consequently, justifiable). The picture’s production values are all top shelf, especially its brilliant cinematography, stirring original score and superb sound quality, an element that truly leaves audiences with a bona fide visceral experience. Moreover, the narrative is skillfully and eloquently brought to life by this offering’s outstanding ensemble cast, including Murphy, Matt Damon, Tom Conti, Benny Safdie, Emily Blunt, Florence Pugh, Gary Oldman, Rami Malek, and, especially, Robert Downey Jr., who delivers a stellar, award-worthy supporting performance showing acting chops that I never knew he possessed. “Oppenheimer” is easily the best film of the summer movie season, if not all of 2023 thus far. It packs a potent punch and delivers a message that we can all never hear too often, poignantly reminding us all of the importance of not falling prey to the same Promethean burden that Oppenheimer was forced to shoulder."
55,28天毀滅倒數,"**mild abstract spoiler ahead**

My feelings about this movie may very well be extended towards Boyle's movies in general : solid direction overall, but events did not fail to go from situational and behavioral realism to sudden heroical action nonsense."
55,28天毀滅倒數,"It started off as rioting. But right from the beginning you knew this was different...

28 Days Later is directed by Danny Boyle and written by Alex Garland. It stars Cillian Murphy, Naomie Harris, Megan Burns, Brendan Gleeson and Christopher Ecclestone. Music is by John Murphy and cinematography by Anthony Dod Mantle.

When animal liberation activists break into the Cambridge Primate Research Center, they come across a scientist who tells them that to release these chimps would be insane. They have been injected with a test serum known as ""Rage"", and it's highly contagious and spreads easily and quickly. Ignoring the warnings, one of the activists opens a cage and is attacked and bitten by a chimp and rage quickly spreads among the group...

28 days later... 

The amazing thing with Danny Boyles's 28 Days later is that although it owes a huge debt to the likes of George Romero's zombie films, and John Wyndham and Richard Matheson's writings, it still feels fresh and exciting. Film is quintessentially British, as evidenced by the rightly lauded use of a depopulated London for the starting point to the terror, yet there's an earthiness to our small band of survivors. These are flawed characters that are ill equipped to deal with the infected implosion, there's nothing remotely Hollywood about these people or the landscapes that frame them (CG is minimal, where hand-held digital cameras are the order of the day). 

There's a realistic feel factor that is rarely seen in other films of this ilk. Yep, sure there's implausibilities, but with the infected creatures running at a fair old clip, becoming scary creations in a stark stripped back land, there's too much fun being had - and nervous tension being burnt - to even begin to start nit-picking. Besides, the last quarter alone is a lesson in energy fuelled horror as the survivors, having seemingly found a safe house, find that monsters aren't merely confined to the infected human kind. It's a cracker-jack of a finale, bloody and bloody frantic, all backed by Murphy's simple but totally potent musical arrangements.

It's easy to see why America made it a monster hit at the box office, after just making a small profit in the UK, film went to America and made it big. Americans, you have to feel, enjoyed watching something raw in a sub-genre of horror that was at the time reliant on Romero rediscovering his mojo. Worldwide the film made over $70 million in profit, and those are the kinds of figures that speak volumes. The success ensured a sequel would follow, where Boyle and Garland bowed out of the main chairs and into producers roles for ""28 Weeks Later"". It's not as raw as ""Days"", but it's gorier and itself also a fine ""infected"" horror movie, and certainly a worthy follow up to what Boyle and Garland clinically created in 2002.

A great cast and premise get down and dirty In a sharply executed infected based horror. 8.5/10"
55,28天毀滅倒數,"_28 Days Later_ was made on a very small budget in the early days of digital cinema, so, yes, in retrospect, it does look a little bit like it was shot on a Nokia 3310, and yes, it is heavily responsible for the bilious deluge of zombie movies we got in its wake, which we are only now finally recovering from - but it's so **good**. 

_Final rating:★★★★ - Very strong appeal. A personal favourite._"
56,怒火邊界,"> One of the finest movie about the raids on cartel gangs.

This was really a great film. Fighting against the drug trafficking was the theme. The story of an FBI agent who was recruited to work in an elite force that no one knows its existence. Their's aim is to tackle the main source, instead to deal with its lower order. Something that impossible to do without international cooperation. Every raid is done in secretively, sometime if required at any cost in whatever effort to stop it. Like I said, this was an awesome movie, and good to see it after the documentary like 'Cartel Land'.

The story is kind of hard to detail it out, because it was more an action movie than the talking. How a special force unit goes after the bad guys and stops them is the main plot. But the characters were so distinctive, every main roles had their own agenda for what they are doing and that's how the narration dominated with the high standards.

The cast who played them were simply outstanding, including that starts with Emily Blunt, who is someone looks changed the attitude to play physically challenging roles after 'Edge of Tomorrow'. And then Josh Brolin and another one, an upcoming young British actor who I really don't know, but Benicio Del Toro was actually the show stealer.

His part was unexpectedly great, totally raw and aggressive. Especially the his end scene, no one could have guessed it, but that's how the way it is. No doubt any top actors would have denied to perform that, anyway well shot with minimum violence, but the intention was very clear as fighting against the dark forces to cut off the head first. One of the best movie of the year, so definitely recommended if you're interested.

8½/10"
56,怒火邊界,"An stereotypical plot with, somehow, some interesting addition.

The plot is not superb but the script is really good, Del Toro makes a good performance and, as alway, a great pleasure to watch any movie with Emily Blunt on it. Great performance.

The directing is also really good and the soundtrack is remarkable, creating quite an atmosphere.

Finally, the action scenes are very well done, with a sense of contempt. No fireworks here, just something that can be the closest to reality."
56,怒火邊界,"'Sicario' was a really good action film. The acting all around was very good (in particularly Emily Blunt). The set pieces were very well made.

★★★½"
